row_id,organisasi_id,kode_skpd,nama_skpd,tipe_organisasi,kode_urusan,nama_urusan,kategori_urusan,kode_rekening,kode_akun,kode_kelompok,kode_jenis,kode_objek,kode_rincian,kode_sub_rincian,level,nama_level,klasifikasi_akun,kategori_belanja,uraian,indikator,jumlah_rp,halaman_sumber,lampiran,tahun_anggaran,sumber_data
3012,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0066,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0066,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Registrasi/Keanggotaan,: Jumlah Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Provinsi,18000000.0,260,II,2025,RINCIAN_APBD
3013,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah Orang yang Mendapatkan Akses ke Layanan Pendidikan dan Kesehatan Dasar Kewenangan Provinsi,27500000.0,260,II,2025,RINCIAN_APBD
3014,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0024,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0024,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,: Jumlah Orang yang Mendapatkan Pelayanan Penelusuran Keluarga Kewenangan Provinsi,6831908.0,260,II,2025,RINCIAN_APBD
3015,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah Orang yang Mendapatkan Pelayanan Penelusuran Keluarga Kewenangan Provinsi,32963000.0,260,II,2025,RINCIAN_APBD
3016,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Orang yang Mendapatkan Pelayanan Reunifikasi Keluarga Kewenangan Provinsi,4221471.0,260,II,2025,RINCIAN_APBD
3017,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0029,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0029,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,: Jumlah Orang yang Mendapatkan Pelayanan Reunifikasi Keluarga Kewenangan Provinsi,3600000.0,260,II,2025,RINCIAN_APBD
3018,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah Orang yang Mendapatkan Pelayanan Reunifikasi Keluarga Kewenangan Provinsi,33972000.0,260,II,2025,RINCIAN_APBD
3019,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0004,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0004,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Bakar dan Pelumas,: Jumlah Dokumen Hasil Koordinasi dan Fasilitasi Rehabilitasi Sosial Dasar Penyandang Disabilitas TerlAntar,14550000.0,261,II,2025,RINCIAN_APBD
3020,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.04.01.0001,5,5.1,5.1.02,5.1.02.04,5.1.02.04.01,5.1.02.04.01.0001,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Perjalanan Dinas Biasa,: Jumlah Dokumen Hasil Koordinasi dan Fasilitasi Rehabilitasi Sosial Dasar Penyandang Disabilitas TerlAntar,83914000.0,261,II,2025,RINCIAN_APBD
3021,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,: Jumlah Anak yang Mendapatkan Layanan Pengasuhan Kewenangan Provinsi,41664000.0,261,II,2025,RINCIAN_APBD
3022,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0020,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0020,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Penanganan Sosial,: Jumlah Anak yang Mendapatkan Layanan Pengasuhan Kewenangan Provinsi,18400000.0,261,II,2025,RINCIAN_APBD
3023,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0010,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0010,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Isi Tabung Gas,,40590000.0,261,II,2025,RINCIAN_APBD
3024,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0012,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0012,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Lainnya,,479819000.0,261,II,2025,RINCIAN_APBD
3025,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0030,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0030,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Perabot Kantor,,4582428.0,261,II,2025,RINCIAN_APBD
3026,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0052,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0052,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Rapat,,161948000.0,261,II,2025,RINCIAN_APBD
3027,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0053,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0053,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Jamuan Tamu,,6000000.0,262,II,2025,RINCIAN_APBD
3028,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0054,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0054,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Penambah Daya Tahan Tubuh,,209304000.0,262,II,2025,RINCIAN_APBD
3029,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0058,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0058,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Makanan dan Minuman Aktivitas Lapangan,,24024000.0,262,II,2025,RINCIAN_APBD
3030,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.2.02.05.02.0006,5,5.2,5.2.02,5.2.02.05,5.2.02.05.02,5.2.02.05.02.0006,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Alat Rumah Tangga Lainnya (Home Use),,16449600.0,262,II,2025,RINCIAN_APBD
3031,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0012,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0012,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Lainnya,,69551360.0,262,II,2025,RINCIAN_APBD
3032,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0027,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0027,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos,,250000.0,262,II,2025,RINCIAN_APBD
3033,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0032,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0032,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Perlengkapan Dinas,,71036560.0,262,II,2025,RINCIAN_APBD
3034,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0039,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0039,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Barang untuk Dijual/Diserahkan kepada Masyarakat,,39204000.0,262,II,2025,RINCIAN_APBD
3035,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0075,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0075,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Pakaian Batik Tradisional,,25000000.0,262,II,2025,RINCIAN_APBD
3036,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0076,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0076,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Pakaian Olahraga,,55500000.0,262,II,2025,RINCIAN_APBD
3037,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0002,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0002,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Kimia,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,5070000.0,262,II,2025,RINCIAN_APBD
3038,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0004,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0004,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Bakar dan Pelumas,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,6692415.0,262,II,2025,RINCIAN_APBD
3039,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0010,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0010,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Isi Tabung Gas,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,24805000.0,262,II,2025,RINCIAN_APBD
3040,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0024,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0024,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,40991448.0,262,II,2025,RINCIAN_APBD
3041,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,37200000.0,263,II,2025,RINCIAN_APBD
3042,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0027,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0027,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Benda Pos,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,4790000.0,263,II,2025,RINCIAN_APBD
3043,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0029,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0029,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Bahan Komputer,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,14845000.0,263,II,2025,RINCIAN_APBD
3044,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0031,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0031,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Listrik,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,30278100.0,263,II,2025,RINCIAN_APBD
3045,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0030,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0030,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Kebersihan,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,164931840.0,263,II,2025,RINCIAN_APBD
3046,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0051,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0051,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Pengolahan Sampah,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,18000000.0,263,II,2025,RINCIAN_APBD
3047,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0060,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0060,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Tagihan Air,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,174636000.0,263,II,2025,RINCIAN_APBD
3048,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0061,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0061,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Tagihan Listrik,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,207651760.0,263,II,2025,RINCIAN_APBD
3049,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0062,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0062,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Langganan Jurnal/Surat Kabar/Majalah,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,7476000.0,263,II,2025,RINCIAN_APBD
3050,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0063,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0063,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Kawat/Faksimili/Internet/TV Berlangganan,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,55800000.0,263,II,2025,RINCIAN_APBD
3051,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0067,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0067,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,"Belanja Pembayaran Pajak, Bea, dan Perizinan",: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,21022000.0,263,II,2025,RINCIAN_APBD
3052,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0080,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0080,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Honorarium Penanggungjawaban Pengelola Keuangan,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,19824000.0,263,II,2025,RINCIAN_APBD
3053,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.2.02.05.01.0004,5,5.2,5.2.02,5.2.02.05,5.2.02.05.01,5.2.02.05.01.0004,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Alat Penyimpan Perlengkapan Kantor,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,500000000.0,263,II,2025,RINCIAN_APBD
3054,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.2.02.05.02.0001,5,5.2,5.2.02,5.2.02.05,5.2.02.05.02,5.2.02.05.02.0001,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Mebel,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,100000000.0,263,II,2025,RINCIAN_APBD
3055,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.2.02.05.02.0003,5,5.2,5.2.02,5.2.02.05,5.2.02.05.02,5.2.02.05.02.0003,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Alat Pembersih,: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,20000000.0,264,II,2025,RINCIAN_APBD
3056,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.2.02.05.02.0006,5,5.2,5.2.02,5.2.02.05,5.2.02.05.02,5.2.02.05.02.0006,6,Sub Rincian Objek,BELANJA,Belanja Modal,Belanja Modal Alat Rumah Tangga Lainnya (Home Use),: Jumlah Orang yang Terakses Asrama Layak Huni Kewenangan Provinsi,61800000.0,264,II,2025,RINCIAN_APBD
3057,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0012,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0012,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Lainnya,,3135000.0,264,II,2025,RINCIAN_APBD
3058,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0032,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0032,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Perlengkapan Dinas,,19500000.0,264,II,2025,RINCIAN_APBD
3059,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0037,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0037,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Obat-Obatan-Obat,,29970245.0,264,II,2025,RINCIAN_APBD
3060,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0014,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0014,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Kesehatan,,64800000.0,264,II,2025,RINCIAN_APBD
3061,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0080,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0080,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Honorarium Penanggungjawaban Pengelola Keuangan,,9504000.0,264,II,2025,RINCIAN_APBD
3062,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0011,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0011,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan/Bibit Ternak/Bibit Ikan,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",16113000.0,264,II,2025,RINCIAN_APBD
3063,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0007,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0007,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Honorarium Rohaniwan,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",8400000.0,264,II,2025,RINCIAN_APBD
3064,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0011,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0011,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Honorarium Penyelenggaraan Kegiatan Pendidikan dan Pelatihan,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",280200000.0,264,II,2025,RINCIAN_APBD
3065,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0014,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0014,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Kesehatan,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",14400000.0,264,II,2025,RINCIAN_APBD
3066,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0020,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0020,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Tenaga Penanganan Sosial,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",69000000.0,264,II,2025,RINCIAN_APBD
3067,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0037,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0037,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Jasa Juri Perlombaan/Pertandingan,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",6000000.0,264,II,2025,RINCIAN_APBD
3068,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.01.0080,5,5.1,5.1.02,5.1.02.02,5.1.02.02.01,5.1.02.02.01.0080,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Honorarium Penanggungjawaban Pengelola Keuangan,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",4104000.0,264,II,2025,RINCIAN_APBD
3069,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.02.03.0035,5,5.1,5.1.02,5.1.02.02,5.1.02.02.03,5.1.02.02.03.0035,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Sewa Lapangan Lainnya,": Jumlah Peserta Bimbingan Fisik, Mental, Spiritual dan Sosial Kewenangan Provinsi",4500000.0,264,II,2025,RINCIAN_APBD
3070,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0012,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0012,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Bahan-Bahan Lainnya,: Jumlah Peserta Bimbingan Aktivitas Hidup Sehari-Hari Kewenangan Provinsi,241857200.0,265,II,2025,RINCIAN_APBD
3071,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0024,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0024,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,: Jumlah Peserta Bimbingan Aktivitas Hidup Sehari-Hari Kewenangan Provinsi,7800000.0,265,II,2025,RINCIAN_APBD
3072,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0025,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0025,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Kertas dan Cover,: Jumlah Peserta Bimbingan Aktivitas Hidup Sehari-Hari Kewenangan Provinsi,209777.0,265,II,2025,RINCIAN_APBD
3073,6,1.06.01,Dinas Sosial,DINAS,1.06,Sosial,WAJIB_PELAYANAN_DASAR,5.1.02.01.01.0026,5,5.1,5.1.02,5.1.02.01,5.1.02.01.01,5.1.02.01.01.0026,6,Sub Rincian Objek,BELANJA,Belanja Barang dan Jasa,Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak,: Jumlah Peserta Bimbingan Aktivitas Hidup Sehari-Hari Kewenangan Provinsi,11610715.0,265,II,2025,RINCIAN_APBD
